visit_date_num,visitor_local,local_corona,gender_label,category_label,sales_per_counts
201809_12,1098591,0,1,10,27703.253753753757
201809_13,1098591,0,0,11,9668.247691378268
201809_14,1098591,0,1,11,9351.415512990709
201809_15,1098591,0,0,13,39580.672320199774
201809_16,1098591,0,1,13,35227.09535363983
201810_1,1128247,0,0,0,188686.79415089008
201810_2,1128247,0,1,0,155062.51923076922
201810_3,1128247,0,0,6,23122.87082807144
201810_4,1128247,0,1,6,19398.393568823438
201810_5,1128247,0,0,7,212578.4969555426
201810_6,1128247,0,1,7,117312.77409162716
201810_7,1128247,0,0,8,68805.01530272787
201810_8,1128247,0,1,8,59709.22160103213
201810_9,1128247,0,0,9,12766.190802441964
201810_10,1128247,0,1,9,12407.323143362832
201810_11,1128247,0,0,10,27243.817763133266
201810_12,1128247,0,1,10,27338.83108012956
201810_13,1128247,0,0,11,9325.910998092815
201810_14,1128247,0,1,11,9152.885626801151
201810_15,1128247,0,0,13,39144.61085440239
201810_16,1128247,0,1,13,35674.30060060166
201811_1,1036031,0,0,0,188396.62924878605
201811_2,1036031,0,1,0,159530.89005235603
201811_3,1036031,0,0,6,23436.045635889237
201811_4,1036031,0,1,6,19495.58801993861
201811_5,1036031,0,0,7,210679.73034943733
201811_6,1036031,0,1,7,112223.16619362978
201811_7,1036031,0,0,8,71082.16017634093
201811_8,1036031,0,1,8,57306.51520887728
201811_9,1036031,0,0,9,13409.718857098094
201811_10,1036031,0,1,9,12836.6228408543
201811_11,1036031,0,0,10,26791.851565234298
201811_12,1036031,0,1,10,26555.212880143117
201811_13,1036031,0,0,11,9090.409624805714
201811_14,1036031,0,1,11,8949.383218218545
201811_15,1036031,0,0,13,39208.68655012008
201811_16,1036031,0,1,13,34989.86630066023
201812_1,976580,0,0,0,194300.53233156796
201812_2,976580,0,1,0,165679.90783410138
201812_3,976580,0,0,6,24664.264519749355
201812_4,976580,0,1,6,20248.278744000432
201812_5,976580,0,0,7,209604.75757802
201812_6,976580,0,1,7,117309.7230236584
201812_7,976580,0,0,8,69252.22987988664
201812_8,976580,0,1,8,57502.85205337479
201812_9,976580,0,0,9,13869.638195549216
201812_10,976580,0,1,9,13288.083164693817
201812_11,976580,0,0,10,28327.20661125803
201812_12,976580,0,1,10,28317.36278757096
201812_13,976580,0,0,11,9803.706340548506
201812_14,976580,0,1,11,9489.805265876732
201812_15,976580,0,0,13,40226.85653677006
201812_16,976580,0,1,13,35757.23354965455
